convolution_series,n_convolution,n_dense,dense_series,accuracy,f1_score
Square,12,7,Prime Numbers,91.24329803,0.895755756
Square,12,7,Ramanujan Summation,90.74886007,0.804723526
Square,12,7,Triangular Numbers,90.74059169,0.85568696
Square,12,8,Fibonacci,92.29800831,0.848774477
Square,12,8,Square,92.33709908,0.917349042
Square,12,8,Cube,91.59739473,0.881574578
Square,12,8,Prime Numbers,94.74957674,0.914503684
Square,12,8,Ramanujan Summation,91.75613676,0.934385521
Square,12,8,Triangular Numbers,92.3070948,0.914580929
Square,12,9,Fibonacci,92.28159273,0.893655922
Square,12,9,Square,93.89492438,0.830089387
Square,12,9,Cube,92.70505032,0.879860694
Square,12,9,Prime Numbers,94.24774207,0.85334548
Square,12,9,Ramanujan Summation,92.32650938,0.862796802
Square,12,9,Triangular Numbers,93.27899416,0.861273292
Square,12,10,Fibonacci,91.66465295,0.826003721
Square,12,10,Square,94.64514913,0.777133071
Square,12,10,Cube,91.31240158,0.841592848
Square,12,10,Prime Numbers,92.80982071,0.884668973
Square,12,10,Ramanujan Summation,93.13377688,0.807591148
Square,12,10,Triangular Numbers,92.9137991,0.875784112
Square,12,11,Fibonacci,91.81471234,0.965013421
Square,12,11,Square,91.8701793,0.921152828
Square,12,11,Cube,92.04381147,0.952177075
Square,12,11,Prime Numbers,91.852998,0.889556394
Square,12,11,Ramanujan Summation,92.96387912,0.928375491
Square,12,11,Triangular Numbers,94.210523,0.833801763
Square,12,12,Fibonacci,90.94250821,0.832782987
Square,12,12,Square,90.13019702,0.72804299
Square,12,12,Cube,91.41171795,0.924307274
Square,12,12,Prime Numbers,94.07970934,0.942016199
Square,12,12,Ramanujan Summation,90.69632543,0.837341138
Square,12,12,Triangular Numbers,93.13911681,0.852302415
Square,12,13,Fibonacci,92.67770081,0.822306894
Square,12,13,Square,90.44641176,0.879132678
Square,12,13,Cube,91.56898308,0.916246627
Square,12,13,Prime Numbers,92.62839662,0.772861401
Square,12,13,Ramanujan Summation,90.62087226,0.880471927
Square,12,13,Triangular Numbers,90.79641964,0.846166411
Square,12,14,Fibonacci,89.91831909,0.86066972
Square,12,14,Square,89.48524327,0.8779497
Square,12,14,Cube,89.85072245,0.845589878
Square,12,14,Prime Numbers,89.27605973,0.849820657
Square,12,14,Ramanujan Summation,90.53408347,0.844306242
Square,12,14,Triangular Numbers,89.73002677,0.90351581
Square,12,15,Fibonacci,90.23378591,0.870937998
Square,12,15,Square,88.44410435,0.861029177
Square,12,15,Cube,90.33088023,0.786452414
Square,12,15,Prime Numbers,90.83352896,0.831071013
Square,12,15,Ramanujan Summation,88.00626436,0.894933458
Square,12,15,Triangular Numbers,90.37405657,0.851884829
Square,13,5,Fibonacci,89.12766899,0.861976573
Square,13,5,Square,86.69035898,0.91732559
Square,13,5,Cube,89.57257239,0.880930303
Square,13,5,Prime Numbers,88.31901901,0.833657917
Square,13,5,Ramanujan Summation,87.19498814,0.803450541
Square,13,5,Triangular Numbers,87.84423092,0.70132252
Square,13,6,Fibonacci,91.25832691,0.848580754
Square,13,6,Square,90.77600539,0.840699375
Square,13,6,Cube,91.23875599,0.87651831
Square,13,6,Prime Numbers,89.77932641,0.849304739
Square,13,6,Ramanujan Summation,90.86936082,0.840980747
Square,13,6,Triangular Numbers,89.2862855,0.768030053
Square,13,7,Fibonacci,92.88877394,0.833001609
Square,13,7,Square,92.09609236,0.903832552
Square,13,7,Cube,92.26447006,0.965795382
Square,13,7,Prime Numbers,94.23609318,0.875123731
Square,13,7,Ramanujan Summation,94.09131012,0.896390554
Square,13,7,Triangular Numbers,93.60913812,0.927623908
Square,13,8,Fibonacci,91.90768724,0.839455303
Square,13,8,Square,92.68359155,0.898340702
Square,13,8,Cube,94.2130977,0.842975495
Square,13,8,Prime Numbers,93.14171691,0.923241222
Square,13,8,Ramanujan Summation,95.31932954,0.887570152
Square,13,8,Triangular Numbers,93.39331784,0.894922591
Square,13,9,Fibonacci,92.69204912,0.83587007
Square,13,9,Square,92.19088354,0.910351618
Square,13,9,Cube,92.6335409,0.979235646
Square,13,9,Prime Numbers,92.34753016,0.824604415
Square,13,9,Ramanujan Summation,93.20810868,0.85801205
Square,13,9,Triangular Numbers,93.45670232,0.886580374
Square,13,10,Fibonacci,91.21401054,0.909320311
Square,13,10,Square,90.66876705,0.842022686
Square,13,10,Cube,90.16379463,0.728348485
Square,13,10,Prime Numbers,92.50799133,0.937959475
Square,13,10,Ramanujan Summation,90.89663339,0.908025306
Square,13,10,Triangular Numbers,89.84710941,0.782852623
Square,13,11,Fibonacci,91.8885786,0.83462156
Square,13,11,Square,93.99299952,0.943409121
Square,13,11,Cube,91.49392909,0.937389821
Square,13,11,Prime Numbers,92.33849077,0.911932001
Square,13,11,Ramanujan Summation,91.58182936,0.856194378
Square,13,11,Triangular Numbers,91.40111035,0.869149371
Square,13,12,Fibonacci,91.91907648,0.85345371
Square,13,12,Square,90.70972546,0.916411989
Square,13,12,Cube,91.26739231,0.81620788
Square,13,12,Prime Numbers,91.32169781,0.819710017
Square,13,12,Ramanujan Summation,90.33190955,0.910513729
Square,13,12,Triangular Numbers,91.99204235,0.857781927
Square,13,13,Fibonacci,90.32504024,0.923923368
Square,13,13,Square,89.74425484,0.82142439
Square,13,13,Cube,91.03650984,0.852261082
Square,13,13,Prime Numbers,89.60153202,0.808879351
Square,13,13,Ramanujan Summation,90.52818116,0.855368134
Square,13,13,Triangular Numbers,90.490881,0.781072653
Square,13,14,Fibonacci,91.08589557,0.825618329
Square,13,14,Square,90.47469823,0.778187307
Square,13,14,Cube,89.97497304,0.884696162
Square,13,14,Prime Numbers,90.8177663,0.885829467
Square,13,14,Ramanujan Summation,91.39020755,0.763486863
Square,13,14,Triangular Numbers,90.55781031,0.916694287
Square,13,15,Fibonacci,89.51035262,0.969870756
Square,13,15,Square,88.18816377,0.847300319
Square,13,15,Cube,88.43488634,0.812944287
Square,13,15,Prime Numbers,89.1947753,0.98621653
Square,13,15,Ramanujan Summation,88.8904878,0.779051575
Square,13,15,Triangular Numbers,89.3130287,0.846005323
Square,14,5,Fibonacci,90.75664992,0.865981114
Square,14,5,Square,91.22969275,0.924257381
Square,14,5,Cube,90.62950122,0.874986949
Square,14,5,Prime Numbers,91.18650164,0.832068305
Square,14,5,Ramanujan Summation,90.76447441,0.809440781
Square,14,5,Triangular Numbers,88.72453343,0.839908909
Square,14,6,Fibonacci,92.06066461,0.829653632
Square,14,6,Square,92.85591244,0.882391266
Square,14,6,Cube,91.79030526,0.851790191
Square,14,6,Prime Numbers,93.59992873,0.80529811
Square,14,6,Ramanujan Summation,94.53075083,0.942757289
Square,14,6,Triangular Numbers,94.21876185,0.855116374
Square,14,7,Fibonacci,92.78655713,0.81659316
Square,14,7,Square,94.49072614,0.871587043
Square,14,7,Cube,93.14866746,0.883418578
Square,14,7,Prime Numbers,92.66291403,0.792676664
Square,14,7,Ramanujan Summation,92.38659734,0.896582383
Square,14,7,Triangular Numbers,92.69753031,0.827642122
Square,14,8,Fibonacci,92.11182318,0.96055144
Square,14,8,Square,92.67041622,0.901198026
Square,14,8,Cube,92.66057398,0.855005
Square,14,8,Prime Numbers,92.50304602,0.837741611
Square,14,8,Ramanujan Summation,92.93693817,0.869751615
Square,14,8,Triangular Numbers,93.69064627,0.905639537
Square,14,9,Fibonacci,92.94955414,0.868725294
Square,14,9,Square,90.51510203,0.85914206
Square,14,9,Cube,89.44607887,0.872918515
Square,14,9,Prime Numbers,92.93431991,0.839807053
Square,14,9,Ramanujan Summation,90.6331213,0.852839704
Square,14,9,Triangular Numbers,91.7752346,0.765710378
Square,14,10,Fibonacci,90.32988697,0.913686312
Square,14,10,Square,89.69801956,0.879939889
Square,14,10,Cube,92.04146273,0.826327208
Square,14,10,Prime Numbers,92.25915516,0.959936749
Square,14,10,Ramanujan Summation,90.9234896,0.869350824
Square,14,10,Triangular Numbers,88.90895771,0.813192821
Square,14,11,Fibonacci,90.45375555,0.902836871
Square,14,11,Square,91.39180401,0.879902411
Square,14,11,Cube,89.52108843,0.879728999
Square,14,11,Prime Numbers,91.18335992,0.83871222
Square,14,11,Ramanujan Summation,90.98469015,0.882524786
Square,14,11,Triangular Numbers,91.5792915,0.846912085
Square,14,12,Fibonacci,90.61958037,0.882797073
Square,14,12,Square,89.52693106,0.759752777
Square,14,12,Cube,91.6965715,0.833306327
Square,14,12,Prime Numbers,90.34147043,0.941107755
Square,14,12,Ramanujan Summation,90.47269546,0.816646627
Square,14,12,Triangular Numbers,89.56673204,0.824808085
Square,14,13,Fibonacci,89.55671775,0.827601933
Square,14,13,Square,89.11519729,0.789259693
Square,14,13,Cube,89.82705394,0.739585961
Square,14,13,Prime Numbers,91.71170848,0.83847068
Square,14,13,Ramanujan Summation,88.62809886,0.856792971
Square,14,13,Triangular Numbers,88.3864386,0.847374747
Square,14,14,Fibonacci,90.97117033,0.837756072
Square,14,14,Square,89.29067632,0.847152044
Square,14,14,Cube,88.83092726,0.896142074
Square,14,14,Prime Numbers,90.53990469,0.835477691
Square,14,14,Ramanujan Summation,88.89438446,0.816295871
Square,14,14,Triangular Numbers,91.32600971,0.830943726
Square,14,15,Fibonacci,89.67792587,0.868967338
Square,14,15,Square,88.51208859,0.910601344
Square,14,15,Cube,91.15730821,0.808592813
Square,14,15,Prime Numbers,88.39428508,0.844946689
Square,14,15,Ramanujan Summation,89.74209537,0.856917872
Square,14,15,Triangular Numbers,89.29929258,0.7903711
Square,15,5,Fibonacci,94.30174129,0.881020858
Square,15,5,Square,94.5615112,0.806716307
Square,15,5,Cube,93.03200415,0.791547485
Square,15,5,Prime Numbers,92.24658213,0.89833732
Square,15,5,Ramanujan Summation,93.45997214,0.860806263
Square,15,5,Triangular Numbers,92.32228463,0.89011402
Square,15,6,Fibonacci,95.01338725,0.879105251
Square,15,6,Square,93.13653533,0.831179998
Square,15,6,Cube,92.63467845,0.877737285
Square,15,6,Prime Numbers,93.18468031,0.818344935
Square,15,6,Ramanujan Summation,91.65287371,0.949548618
Square,15,6,Triangular Numbers,92.02838596,0.812201483
Square,15,7,Fibonacci,93.70041391,0.865210736
Square,15,7,Square,91.84310572,0.822886421
Square,15,7,Cube,91.45308902,0.903521059
Square,15,7,Prime Numbers,93.03665275,0.858428431
Square,15,7,Ramanujan Summation,93.68570415,0.849066664
Square,15,7,Triangular Numbers,93.21895331,0.917660077
Square,15,8,Fibonacci,92.99604769,0.87147153
Square,15,8,Square,91.24320491,0.895832222
Square,15,8,Cube,90.57818933,0.820933703
Square,15,8,Prime Numbers,93.50133365,0.799759153
Square,15,8,Ramanujan Summation,91.67732016,0.875360398
Square,15,8,Triangular Numbers,91.74916698,0.854057682
Square,15,9,Fibonacci,92.82819414,0.896321734
Square,15,9,Square,92.05623001,0.861004577
Square,15,9,Cube,91.95588777,0.875253767
Square,15,9,Prime Numbers,93.66500234,0.783830874
Square,15,9,Ramanujan Summation,90.85648177,0.959421847
Square,15,9,Triangular Numbers,92.42784013,0.856787901
Square,15,10,Fibonacci,91.05701312,0.894879349
Square,15,10,Square,91.26859228,0.818195416
Square,15,10,Cube,92.52846843,0.875400495
Square,15,10,Prime Numbers,91.50783576,0.794857762
Square,15,10,Ramanujan Summation,91.53829608,0.882603392
Square,15,10,Triangular Numbers,92.07250734,0.842201296
Square,15,11,Fibonacci,90.13504727,0.856459525
Square,15,11,Square,89.66079033,0.889898702
Square,15,11,Cube,89.45519081,0.793372984
Square,15,11,Prime Numbers,88.53364341,0.820775413
Square,15,11,Ramanujan Summation,92.55620713,0.877866214
Square,15,11,Triangular Numbers,89.39679163,0.959911074
Square,15,12,Fibonacci,89.77874638,0.843095883
Square,15,12,Square,89.7231867,0.879556806
Square,15,12,Cube,90.3074067,0.844651427
Square,15,12,Prime Numbers,90.81573721,0.94711228
Square,15,12,Ramanujan Summation,90.86047349,0.762638917
Square,15,12,Triangular Numbers,89.41692256,0.854731052
Square,15,13,Fibonacci,89.33287829,0.763722798
Square,15,13,Square,89.78257995,0.719671421
Square,15,13,Cube,89.25130887,0.859873103
Square,15,13,Prime Numbers,91.10734558,0.85197489
Square,15,13,Ramanujan Summation,89.99097495,0.830758153
Square,15,13,Triangular Numbers,90.23487779,0.839690295
Square,15,14,Fibonacci,89.66288127,0.994914972
Square,15,14,Square,90.17347386,0.827091243
Square,15,14,Cube,89.18102156,0.865506218
Square,15,14,Prime Numbers,87.70316805,0.807531759
Square,15,14,Ramanujan Summation,89.39968795,0.854761629
Square,15,14,Triangular Numbers,88.34864311,0.828088316
Square,15,15,Fibonacci,87.97138332,0.814474076
Square,15,15,Square,89.08636402,0.925944927
Square,15,15,Cube,89.73828307,0.893859248
Square,15,15,Prime Numbers,88.52127158,0.841837332
Square,15,15,Ramanujan Summation,88.80883301,0.719789403
Square,15,15,Triangular Numbers,90.20221494,0.816949539
Cube,5,5,Fibonacci,66.24075318,0.745151378
Cube,5,5,Square,68.60168311,0.598466917
Cube,5,5,Cube,66.56550965,0.665160879
Cube,5,5,Prime Numbers,64.23923724,0.68209712
Cube,5,5,Ramanujan Summation,66.75334162,0.620948196
Cube,5,5,Triangular Numbers,66.38115838,0.567908918
Cube,5,6,Fibonacci,70.08975275,0.516234383
Cube,5,6,Square,69.47318135,0.67220816
Cube,5,6,Cube,68.66154402,0.5972622
Cube,5,6,Prime Numbers,67.57570176,0.646807523
Cube,5,6,Ramanujan Summation,68.59097674,0.575508983
Cube,5,6,Triangular Numbers,67.94947955,0.624738123
Cube,5,7,Fibonacci,71.01947655,0.667685953
Cube,5,7,Square,72.1885784,0.679429679
Cube,5,7,Cube,73.2699045,0.610258891
Cube,5,7,Prime Numbers,71.99467153,0.725845547
Cube,5,7,Ramanujan Summation,70.40411694,0.636155261
Cube,5,7,Triangular Numbers,72.04460267,0.582276527
Cube,5,8,Fibonacci,75.59663149,0.688548829
Cube,5,8,Square,73.7902171,0.695718765
Cube,5,8,Cube,74.26598283,0.702029472
Cube,5,8,Prime Numbers,74.41468819,0.76210662
Cube,5,8,Ramanujan Summation,73.61510169,0.682177558
Cube,5,8,Triangular Numbers,75.04828043,0.688019019
Cube,5,9,Fibonacci,77.07905185,0.666840781
Cube,5,9,Square,77.61953244,0.763027675
Cube,5,9,Cube,76.31250782,0.731215453
Cube,5,9,Prime Numbers,76.7625417,0.700998614
Cube,5,9,Ramanujan Summation,77.92238136,0.626766265
Cube,5,9,Triangular Numbers,76.82716685,0.79422061
Cube,5,10,Fibonacci,81.72696385,0.688616002
Cube,5,10,Square,79.60036381,0.7204361
Cube,5,10,Cube,80.22468473,0.767917226
Cube,5,10,Prime Numbers,80.93259083,0.690172104
Cube,5,10,Ramanujan Summation,78.58163427,0.675324511
Cube,5,10,Triangular Numbers,78.23919119,0.643802621
Cube,5,11,Fibonacci,81.27434369,0.814049848
Cube,5,11,Square,84.0625841,0.750740688
Cube,5,11,Cube,82.24814185,0.924363505
Cube,5,11,Prime Numbers,85.35819929,0.728282247
Cube,5,11,Ramanujan Summation,82.2357524,0.731927449
Cube,5,11,Triangular Numbers,82.9845513,0.749730351
Cube,5,12,Fibonacci,87.14210995,0.818156733
Cube,5,12,Square,87.60609289,0.782489833
Cube,5,12,Cube,87.66150358,0.836616611
Cube,5,12,Prime Numbers,86.80836623,0.757070581
Cube,5,12,Ramanujan Summation,86.62406253,0.736920414
Cube,5,12,Triangular Numbers,86.19252695,0.716089263
Cube,5,13,Fibonacci,89.17836108,0.722821292
Cube,5,13,Square,87.84881428,0.808096549
Cube,5,13,Cube,87.58180112,0.818950984
Cube,5,13,Prime Numbers,88.39662554,0.802428149
Cube,5,13,Ramanujan Summation,88.22981538,0.89617029
Cube,5,13,Triangular Numbers,87.94677195,0.89540151
Cube,5,14,Fibonacci,91.89638745,0.845259851
Cube,5,14,Square,92.15530521,0.772303944
Cube,5,14,Cube,91.28840689,0.833664745
Cube,5,14,Prime Numbers,92.67753008,0.83200893
Cube,5,14,Ramanujan Summation,90.05831089,0.829143252
Cube,5,14,Triangular Numbers,91.00634054,0.827114055
Cube,5,15,Fibonacci,92.28317768,0.847326855
Cube,5,15,Square,91.13346338,0.860672919
Cube,5,15,Cube,92.91731931,0.848222945
Cube,5,15,Prime Numbers,92.87825249,0.890416125
Cube,5,15,Ramanujan Summation,94.51344974,0.898018436
Cube,5,15,Triangular Numbers,93.63081168,0.834467746
Cube,6,5,Fibonacci,67.77581318,0.701553266
Cube,6,5,Square,70.65409257,0.588996885
Cube,6,5,Cube,70.0210337,0.557109969
Cube,6,5,Prime Numbers,69.3820977,0.657038904
Cube,6,5,Ramanujan Summation,68.5735159,0.597129593
Cube,6,5,Triangular Numbers,67.84056076,0.654064574
Cube,6,6,Fibonacci,71.22779322,0.54581657
Cube,6,6,Square,72.68874862,0.735622797
Cube,6,6,Cube,73.48458631,0.69961467
Cube,6,6,Prime Numbers,73.14324353,0.590976173
Cube,6,6,Ramanujan Summation,71.11115058,0.592061144
Cube,6,6,Triangular Numbers,70.48038257,0.749613295
Cube,6,7,Fibonacci,74.54088625,0.657131005
Cube,6,7,Square,72.63156063,0.652290758
Cube,6,7,Cube,74.72316771,0.580697395
Cube,6,7,Prime Numbers,74.25239741,0.67646109
Cube,6,7,Ramanujan Summation,73.9339635,0.682614019
Cube,6,7,Triangular Numbers,72.80529693,0.729774655
Cube,6,8,Fibonacci,77.71360011,0.652046079
Cube,6,8,Square,76.66729916,0.64598566
Cube,6,8,Cube,76.03008316,0.744548132
Cube,6,8,Prime Numbers,74.32773779,0.772336504
Cube,6,8,Ramanujan Summation,77.17248509,0.643442382
Cube,6,8,Triangular Numbers,78.9722516,0.776075704
Cube,6,9,Fibonacci,81.66125921,0.751877092
Cube,6,9,Square,79.54290374,0.804590267
Cube,6,9,Cube,79.39778794,0.746488982
Cube,6,9,Prime Numbers,80.46877426,0.623886104
Cube,6,9,Ramanujan Summation,79.00161456,0.742401631
Cube,6,9,Triangular Numbers,80.3017919,0.803007191
Cube,6,10,Fibonacci,83.56608028,0.733312699
Cube,6,10,Square,84.02693322,0.758601752
Cube,6,10,Cube,82.69984592,0.769193325
Cube,6,10,Prime Numbers,82.59632625,0.633024306
Cube,6,10,Ramanujan Summation,81.92201741,0.861567379
Cube,6,10,Triangular Numbers,81.97311965,0.732931216
Cube,6,11,Fibonacci,85.37352111,0.831286772
Cube,6,11,Square,85.96736551,0.801664943
Cube,6,11,Cube,86.51358463,0.868880953
Cube,6,11,Prime Numbers,84.79682105,0.826302806
Cube,6,11,Ramanujan Summation,87.09268857,0.794253786
Cube,6,11,Triangular Numbers,85.3288764,0.761324245
Cube,6,12,Fibonacci,88.37863271,0.873892535
Cube,6,12,Square,87.65278832,0.740327935
Cube,6,12,Cube,85.97575974,0.866294521
Cube,6,12,Prime Numbers,89.2840454,0.779047762
Cube,6,12,Ramanujan Summation,89.1368439,0.896614183
Cube,6,12,Triangular Numbers,88.11867244,0.842064977
Cube,6,13,Fibonacci,91.26699072,0.894206188
Cube,6,13,Square,91.71593922,0.866099441
Cube,6,13,Cube,89.63745414,0.774381145
Cube,6,13,Prime Numbers,90.67094732,0.818963542
Cube,6,13,Ramanujan Summation,91.99426468,0.895619467
Cube,6,13,Triangular Numbers,89.94571058,0.870332791
Cube,6,14,Fibonacci,93.29355793,0.939049495
Cube,6,14,Square,91.6434182,0.900163728
Cube,6,14,Cube,93.46642998,0.831664905
Cube,6,14,Prime Numbers,92.96435852,0.840196793
Cube,6,14,Ramanujan Summation,91.38486818,0.88514587
Cube,6,14,Triangular Numbers,94.16473935,0.764297797
Cube,6,15,Fibonacci,92.26540842,0.963672094
Cube,6,15,Square,92.18974756,0.902087337
Cube,6,15,Cube,93.2005692,0.94135173
Cube,6,15,Prime Numbers,94.14863735,0.800969803
Cube,6,15,Ramanujan Summation,91.98417818,0.942228258
Cube,6,15,Triangular Numbers,93.06167985,0.991574946
Cube,7,5,Fibonacci,72.0288165,0.599956082
Cube,7,5,Square,72.29310561,0.70457009
Cube,7,5,Cube,71.77644156,0.666055497
Cube,7,5,Prime Numbers,71.23297216,0.588778308
Cube,7,5,Ramanujan Summation,70.77240978,0.690644199
Cube,7,5,Triangular Numbers,71.68614388,0.70768016
Cube,7,6,Fibonacci,73.32786099,0.663943672
Cube,7,6,Square,71.47864952,0.752295826
Cube,7,6,Cube,74.8365598,0.61066183
Cube,7,6,Prime Numbers,75.30393484,0.619262193
Cube,7,6,Ramanujan Summation,72.03706756,0.70082987
Cube,7,6,Triangular Numbers,73.3902693,0.695269264
Cube,7,7,Fibonacci,77.81915426,0.686171326
Cube,7,7,Square,79.25749547,0.762479722
Cube,7,7,Cube,77.22079371,0.748544716
Cube,7,7,Prime Numbers,76.47199706,0.764906954
Cube,7,7,Ramanujan Summation,77.01710356,0.715843178
Cube,7,7,Triangular Numbers,78.57487642,0.752129013
Cube,7,8,Fibonacci,79.35403582,0.727717485
Cube,7,8,Square,79.20080799,0.852690935
Cube,7,8,Cube,79.51725648,0.709372711
Cube,7,8,Prime Numbers,79.04667139,0.855264871
Cube,7,8,Ramanujan Summation,80.12267032,0.751744397
Cube,7,8,Triangular Numbers,81.62467846,0.681224456
Cube,7,9,Fibonacci,83.12307927,0.846403968
Cube,7,9,Square,82.5476465,0.784295069
Cube,7,9,Cube,82.50818873,0.820556205
Cube,7,9,Prime Numbers,81.23680919,0.839192796
Cube,7,9,Ramanujan Summation,83.68310978,0.794897778
Cube,7,9,Triangular Numbers,82.7221628,0.748387958
Cube,7,10,Fibonacci,85.41952009,0.854785669
Cube,7,10,Square,88.79310757,0.806037775
Cube,7,10,Cube,85.89875291,0.840292891
Cube,7,10,Prime Numbers,84.84820895,0.698313471
Cube,7,10,Ramanujan Summation,85.1736424,0.828349086
Cube,7,10,Triangular Numbers,86.74844571,0.774070709
Cube,7,11,Fibonacci,88.51327041,0.916665482
Cube,7,11,Square,86.96172202,0.865154367
Cube,7,11,Cube,89.31922893,0.845992887
Cube,7,11,Prime Numbers,87.73185591,0.8583155
Cube,7,11,Ramanujan Summation,90.27329778,0.784077957
Cube,7,11,Triangular Numbers,89.48004807,0.915162835
Cube,7,12,Fibonacci,90.7526781,0.961568521
Cube,7,12,Square,92.48101636,0.881645676
Cube,7,12,Cube,91.26785551,0.941520178
Cube,7,12,Prime Numbers,92.05277368,0.83354259
Cube,7,12,Ramanujan Summation,91.68473282,0.822144322
Cube,7,12,Triangular Numbers,90.35364335,0.864046237
Cube,7,13,Fibonacci,92.35645017,0.901747052
Cube,7,13,Square,94.02996082,0.860300666
Cube,7,13,Cube,92.66522467,0.90688841
Cube,7,13,Prime Numbers,92.59635154,0.895319474
Cube,7,13,Ramanujan Summation,92.04487742,0.830084661
Cube,7,13,Triangular Numbers,93.42359907,0.905939651
Cube,7,14,Fibonacci,95.06252492,0.923176412
Cube,7,14,Square,91.93246709,0.888573466
Cube,7,14,Cube,93.02421946,0.937632405
Cube,7,14,Prime Numbers,94.41222056,0.81912981
Cube,7,14,Ramanujan Summation,92.92035861,0.903397521
Cube,7,14,Triangular Numbers,93.4523718,0.821485965
Cube,7,15,Fibonacci,91.93760647,0.824295932
Cube,7,15,Square,93.4283071,0.848453458
Cube,7,15,Cube,92.81285573,0.832896991
Cube,7,15,Prime Numbers,93.98573,0.852600209
Cube,7,15,Ramanujan Summation,94.18738605,0.869292484
Cube,7,15,Triangular Numbers,95.58956364,0.921857724
Cube,8,5,Fibonacci,74.97963317,0.677942048
Cube,8,5,Square,74.72579632,0.614718715
Cube,8,5,Cube,74.5943843,0.751003392
Cube,8,5,Prime Numbers,74.04683371,0.652145493
Cube,8,5,Ramanujan Summation,74.73848384,0.691063979
Cube,8,5,Triangular Numbers,74.10459859,0.716326825
Cube,8,6,Fibonacci,77.36846098,0.731980521
Cube,8,6,Square,78.51759754,0.776708977
Cube,8,6,Cube,76.19345743,0.745950157
Cube,8,6,Prime Numbers,78.33987856,0.678934521
Cube,8,6,Ramanujan Summation,78.51711507,0.830928109
Cube,8,6,Triangular Numbers,77.08193147,0.731716673
Cube,8,7,Fibonacci,77.8781451,0.742632989
Cube,8,7,Square,79.39217801,0.798196271
Cube,8,7,Cube,81.29699455,0.762472547
Cube,8,7,Prime Numbers,79.97713194,0.76996141
Cube,8,7,Ramanujan Summation,79.00069777,0.8746092
Cube,8,7,Triangular Numbers,79.49522508,0.736243929
Cube,8,8,Fibonacci,83.64062003,0.762111955
Cube,8,8,Square,83.34673357,0.783828926
Cube,8,8,Cube,82.5610679,0.831575797
Cube,8,8,Prime Numbers,82.43317559,0.702673298
Cube,8,8,Ramanujan Summation,82.40824185,0.679722205
Cube,8,8,Triangular Numbers,81.87758982,0.748644236
Cube,8,9,Fibonacci,87.21537569,0.724303852
Cube,8,9,Square,85.27767953,0.784758433
Cube,8,9,Cube,86.81715852,0.831124985
Cube,8,9,Prime Numbers,87.12131605,0.761462557
Cube,8,9,Ramanujan Summation,86.5983109,0.734658671
Cube,8,9,Triangular Numbers,85.16837969,0.809466858
Cube,8,10,Fibonacci,88.80373009,0.877127174
Cube,8,10,Square,88.37580439,0.749251328
Cube,8,10,Cube,87.49629814,0.87501162
Cube,8,10,Prime Numbers,88.72435928,0.87486531
Cube,8,10,Ramanujan Summation,87.22096021,0.881704255
Cube,8,10,Triangular Numbers,89.58767939,0.894924011
Cube,8,11,Fibonacci,90.7353827,0.972100696
Cube,8,11,Square,91.40115966,0.844195398
Cube,8,11,Cube,91.48328787,0.867478579
Cube,8,11,Prime Numbers,90.94109503,0.841178078
Cube,8,11,Ramanujan Summation,91.7866938,0.862098842
Cube,8,11,Triangular Numbers,90.72509634,0.938643668
Cube,8,12,Fibonacci,93.8712973,0.812749276
Cube,8,12,Square,91.65402032,0.836947516
Cube,8,12,Cube,93.12637958,0.948859047
Cube,8,12,Prime Numbers,94.938929,0.931001825
Cube,8,12,Ramanujan Summation,91.99966868,0.861843418
Cube,8,12,Triangular Numbers,92.32225503,0.9227201
Cube,8,13,Fibonacci,93.51390785,0.897060792
Cube,8,13,Square,93.17958178,0.95501373
Cube,8,13,Cube,93.3506301,0.88372548
Cube,8,13,Prime Numbers,93.48918713,0.931281606
Cube,8,13,Ramanujan Summation,93.63472147,1.012100596
Cube,8,13,Triangular Numbers,94.10969984,0.909904958
Cube,8,14,Fibonacci,93.40981866,0.882466408
Cube,8,14,Square,92.75874235,0.916122349
Cube,8,14,Cube,93.6725737,0.861735957
Cube,8,14,Prime Numbers,94.89988193,0.999398385
Cube,8,14,Ramanujan Summation,92.86736625,0.889003552
Cube,8,14,Triangular Numbers,92.0254707,0.866353334
Cube,8,15,Fibonacci,93.60708067,0.83321555
Cube,8,15,Square,92.37961884,0.92986101
Cube,8,15,Cube,90.32733045,0.918359371
Cube,8,15,Prime Numbers,93.34742168,0.850132281
Cube,8,15,Ramanujan Summation,91.96467181,0.903822567
Cube,8,15,Triangular Numbers,92.40946672,0.799572202
Cube,9,5,Fibonacci,77.53198033,0.731248529
Cube,9,5,Square,77.39049968,0.744637818
Cube,9,5,Cube,77.90945182,0.80736649
Cube,9,5,Prime Numbers,76.76451363,0.68345906
Cube,9,5,Ramanujan Summation,77.7131058,0.658082369
Cube,9,5,Triangular Numbers,76.94045332,0.677228602
Cube,9,6,Fibonacci,80.73881048,0.683171575
Cube,9,6,Square,80.61536748,0.816832868
Cube,9,6,Cube,79.0645613,0.827431965
Cube,9,6,Prime Numbers,81.08598212,0.766010829
Cube,9,6,Ramanujan Summation,79.46403655,0.811064747
Cube,9,6,Triangular Numbers,80.8080578,0.756697919
Cube,9,7,Fibonacci,83.16728731,0.773244418
Cube,9,7,Square,84.63818368,0.761348119
Cube,9,7,Cube,82.57653402,0.76248045
Cube,9,7,Prime Numbers,82.4506832,0.700609922
