convolution_series,n_convolution,n_dense,dense_series,accuracy,f1_score
Prime Numbers,9,6,Prime Numbers,79.66817779,0.789758262
Prime Numbers,9,6,Ramanujan Summation,80.43282171,0.736218317
Prime Numbers,9,6,Triangular Numbers,79.78424001,0.689759155
Prime Numbers,9,7,Fibonacci,83.98205207,0.805083128
Prime Numbers,9,7,Square,84.78724616,0.711313499
Prime Numbers,9,7,Cube,82.71994676,0.741129714
Prime Numbers,9,7,Prime Numbers,83.5394045,0.677655544
Prime Numbers,9,7,Ramanujan Summation,83.79968511,0.711802094
Prime Numbers,9,7,Triangular Numbers,83.77200227,0.791926458
Prime Numbers,9,8,Fibonacci,86.17595527,0.712773198
Prime Numbers,9,8,Square,86.84268242,0.736942714
Prime Numbers,9,8,Cube,86.58224895,0.810881554
Prime Numbers,9,8,Prime Numbers,84.86233758,0.783819655
Prime Numbers,9,8,Ramanujan Summation,86.96915606,0.910601832
Prime Numbers,9,8,Triangular Numbers,86.98729084,0.902694827
Prime Numbers,9,9,Fibonacci,88.1367139,0.795603877
Prime Numbers,9,9,Square,88.93793784,0.866856881
Prime Numbers,9,9,Cube,89.58332899,0.876464128
Prime Numbers,9,9,Prime Numbers,88.69068618,0.809126057
Prime Numbers,9,9,Ramanujan Summation,89.97297805,0.764222923
Prime Numbers,9,9,Triangular Numbers,91.26387249,0.838385078
Prime Numbers,9,10,Fibonacci,90.91401397,0.858357716
Prime Numbers,9,10,Square,90.3189554,0.845211775
Prime Numbers,9,10,Cube,92.0038186,0.889115843
Prime Numbers,9,10,Prime Numbers,92.42156251,0.82946352
Prime Numbers,9,10,Ramanujan Summation,91.46913363,0.809400123
Prime Numbers,9,10,Triangular Numbers,93.15326066,0.872454149
Prime Numbers,9,11,Fibonacci,91.6613942,0.899298505
Prime Numbers,9,11,Square,93.69291862,0.821167753
Prime Numbers,9,11,Cube,92.39413918,0.926404531
Prime Numbers,9,11,Prime Numbers,94.71937791,0.791475943
Prime Numbers,9,11,Ramanujan Summation,94.99251535,0.851094327
Prime Numbers,9,11,Triangular Numbers,92.23334341,0.867099573
Prime Numbers,9,12,Fibonacci,92.45044286,0.848188814
Prime Numbers,9,12,Square,93.85958789,0.851746976
Prime Numbers,9,12,Cube,92.61286935,0.973553724
Prime Numbers,9,12,Prime Numbers,92.95458878,0.837455796
Prime Numbers,9,12,Ramanujan Summation,93.02538842,1.002061086
Prime Numbers,9,12,Triangular Numbers,91.08032684,0.901856339
Prime Numbers,9,13,Fibonacci,92.98616225,0.884602757
Prime Numbers,9,13,Square,92.31027223,0.903812018
Prime Numbers,9,13,Cube,92.50687718,1.006496387
Prime Numbers,9,13,Prime Numbers,94.443632,0.83032035
Prime Numbers,9,13,Ramanujan Summation,91.74349311,0.823979104
Prime Numbers,9,13,Triangular Numbers,93.81320519,0.84225669
Prime Numbers,9,14,Fibonacci,92.72103707,0.881607157
Prime Numbers,9,14,Square,92.72023983,0.793711444
Prime Numbers,9,14,Cube,93.7903719,0.881116962
Prime Numbers,9,14,Prime Numbers,93.34005129,0.964677357
Prime Numbers,9,14,Ramanujan Summation,93.570613,0.88757037
Prime Numbers,9,14,Triangular Numbers,93.96818466,0.865365727
Prime Numbers,9,15,Fibonacci,92.16869162,0.844091978
Prime Numbers,9,15,Square,91.88776327,0.919925585
Prime Numbers,9,15,Cube,91.41484947,0.833708361
Prime Numbers,9,15,Prime Numbers,91.67458947,0.967319796
Prime Numbers,9,15,Ramanujan Summation,95.44909443,0.971667987
Prime Numbers,9,15,Triangular Numbers,93.74467958,0.88783754
Prime Numbers,10,5,Fibonacci,79.14892563,0.754424246
Prime Numbers,10,5,Square,79.17754204,0.80653299
Prime Numbers,10,5,Cube,80.98186606,0.809739925
Prime Numbers,10,5,Prime Numbers,81.0472648,0.714700413
Prime Numbers,10,5,Ramanujan Summation,81.04888384,0.728672243
Prime Numbers,10,5,Triangular Numbers,80.24504421,0.688882628
Prime Numbers,10,6,Fibonacci,83.17454574,0.803453247
Prime Numbers,10,6,Square,83.62787952,0.816331394
Prime Numbers,10,6,Cube,83.38589301,0.715503718
Prime Numbers,10,6,Prime Numbers,81.08069963,0.760240055
Prime Numbers,10,6,Ramanujan Summation,83.07020037,0.715637304
Prime Numbers,10,6,Triangular Numbers,82.44859357,0.738060009
Prime Numbers,10,7,Fibonacci,86.27521142,0.838550853
Prime Numbers,10,7,Square,89.085259,0.774325897
Prime Numbers,10,7,Cube,86.46748167,0.795958702
Prime Numbers,10,7,Prime Numbers,85.78647031,0.729634414
Prime Numbers,10,7,Ramanujan Summation,87.0218015,0.82034951
Prime Numbers,10,7,Triangular Numbers,86.58268789,0.808786334
Prime Numbers,10,8,Fibonacci,89.32009449,0.802552037
Prime Numbers,10,8,Square,89.50685059,0.829549285
Prime Numbers,10,8,Cube,90.95654356,0.848014744
Prime Numbers,10,8,Prime Numbers,87.76911156,0.798256593
Prime Numbers,10,8,Ramanujan Summation,89.37363208,0.765186873
Prime Numbers,10,8,Triangular Numbers,87.97361887,0.929278722
Prime Numbers,10,9,Fibonacci,92.25551265,0.835336365
Prime Numbers,10,9,Square,90.78131349,0.862161995
Prime Numbers,10,9,Cube,91.28263319,0.917541987
Prime Numbers,10,9,Prime Numbers,91.40491009,1.043452759
Prime Numbers,10,9,Ramanujan Summation,92.67581672,0.804775678
Prime Numbers,10,9,Triangular Numbers,92.61845444,0.889491361
Prime Numbers,10,10,Fibonacci,91.75428262,0.844622386
Prime Numbers,10,10,Square,93.05493411,0.853060485
Prime Numbers,10,10,Cube,92.29042015,0.843989399
Prime Numbers,10,10,Prime Numbers,91.74149509,0.823717252
Prime Numbers,10,10,Ramanujan Summation,92.78298295,0.877935432
Prime Numbers,10,10,Triangular Numbers,92.69151721,0.806274866
Prime Numbers,10,11,Fibonacci,95.42671649,0.927340378
Prime Numbers,10,11,Square,93.43295983,0.882750147
Prime Numbers,10,11,Cube,91.6223825,0.901121749
Prime Numbers,10,11,Prime Numbers,92.435226,0.856690569
Prime Numbers,10,11,Ramanujan Summation,94.0213833,0.861639803
Prime Numbers,10,11,Triangular Numbers,95.08844277,0.894378195
Prime Numbers,10,12,Fibonacci,91.41401669,0.821797468
Prime Numbers,10,12,Square,91.12007561,0.862100478
Prime Numbers,10,12,Cube,94.87096518,0.837019324
Prime Numbers,10,12,Prime Numbers,93.38961418,0.835471559
Prime Numbers,10,12,Ramanujan Summation,92.13170727,0.774508088
Prime Numbers,10,12,Triangular Numbers,93.53462909,0.946966329
Prime Numbers,10,13,Fibonacci,90.36425226,0.845673062
Prime Numbers,10,13,Square,93.00337551,0.938168803
Prime Numbers,10,13,Cube,93.32782117,0.933439616
Prime Numbers,10,13,Prime Numbers,93.92427014,0.815700015
Prime Numbers,10,13,Ramanujan Summation,91.98610405,0.825579438
Prime Numbers,10,13,Triangular Numbers,93.08568716,1.008025148
Prime Numbers,10,14,Fibonacci,91.57457537,0.962546297
Prime Numbers,10,14,Square,92.75538376,0.873424074
Prime Numbers,10,14,Cube,91.60465368,0.887868655
Prime Numbers,10,14,Prime Numbers,92.09189916,0.84345768
Prime Numbers,10,14,Ramanujan Summation,91.50418461,0.896617636
Prime Numbers,10,14,Triangular Numbers,93.15113624,0.839140905
Prime Numbers,10,15,Fibonacci,92.85845112,0.768382312
Prime Numbers,10,15,Square,91.76537943,0.803922211
Prime Numbers,10,15,Cube,92.03823799,0.871054637
Prime Numbers,10,15,Prime Numbers,90.55140859,0.813446638
Prime Numbers,10,15,Ramanujan Summation,91.70032335,0.866636127
Prime Numbers,10,15,Triangular Numbers,91.94979538,0.816266948
Prime Numbers,11,5,Fibonacci,85.92079309,0.743882304
Prime Numbers,11,5,Square,82.18803297,0.825658265
Prime Numbers,11,5,Cube,84.76417724,0.795374027
Prime Numbers,11,5,Prime Numbers,84.29685877,0.782516779
Prime Numbers,11,5,Ramanujan Summation,83.5806364,0.826948199
Prime Numbers,11,5,Triangular Numbers,85.05862048,0.80703043
Prime Numbers,11,6,Fibonacci,86.47210547,0.883328165
Prime Numbers,11,6,Square,86.4891592,0.788007037
Prime Numbers,11,6,Cube,86.04687935,0.789518251
Prime Numbers,11,6,Prime Numbers,87.32356888,0.745944537
Prime Numbers,11,6,Ramanujan Summation,87.19646923,0.789550964
Prime Numbers,11,6,Triangular Numbers,85.47432271,0.859238495
Prime Numbers,11,7,Fibonacci,87.58075281,0.903999369
Prime Numbers,11,7,Square,88.69701936,0.887015258
Prime Numbers,11,7,Cube,88.09996144,0.749290407
Prime Numbers,11,7,Prime Numbers,88.83647543,0.893157261
Prime Numbers,11,7,Ramanujan Summation,90.13743813,0.747074069
Prime Numbers,11,7,Triangular Numbers,88.44269834,0.883905866
Prime Numbers,11,8,Fibonacci,91.65717662,0.848610774
Prime Numbers,11,8,Square,91.75802273,0.902126666
Prime Numbers,11,8,Cube,92.54843088,0.800377583
Prime Numbers,11,8,Prime Numbers,89.45311067,0.925558382
Prime Numbers,11,8,Ramanujan Summation,91.09329971,0.793751263
Prime Numbers,11,8,Triangular Numbers,91.91128369,0.833577254
Prime Numbers,11,9,Fibonacci,94.20007896,0.830095269
Prime Numbers,11,9,Square,92.50809755,0.792285757
Prime Numbers,11,9,Cube,91.12344729,0.884726378
Prime Numbers,11,9,Prime Numbers,93.61971145,0.970304456
Prime Numbers,11,9,Ramanujan Summation,92.36463761,1.013345261
Prime Numbers,11,9,Triangular Numbers,91.81033334,0.884857789
Prime Numbers,11,10,Fibonacci,92.37565461,0.935834064
Prime Numbers,11,10,Square,92.81547464,0.891604732
Prime Numbers,11,10,Cube,92.39525534,0.90494416
Prime Numbers,11,10,Prime Numbers,90.79443394,0.862892567
Prime Numbers,11,10,Ramanujan Summation,93.8970662,0.889753846
Prime Numbers,11,10,Triangular Numbers,94.27487504,0.906873935
Prime Numbers,11,11,Fibonacci,93.65152199,0.851077014
Prime Numbers,11,11,Square,91.86231433,0.876125285
Prime Numbers,11,11,Cube,92.79850847,0.877078494
Prime Numbers,11,11,Prime Numbers,92.99347868,0.921320166
Prime Numbers,11,11,Ramanujan Summation,93.59879439,0.826698391
Prime Numbers,11,11,Triangular Numbers,93.66834049,0.87742289
Prime Numbers,11,12,Fibonacci,92.2658262,0.975600273
Prime Numbers,11,12,Square,93.08199556,0.938203008
Prime Numbers,11,12,Cube,93.4572804,0.947458952
Prime Numbers,11,12,Prime Numbers,94.45582232,0.881221592
Prime Numbers,11,12,Ramanujan Summation,93.70450654,0.896049878
Prime Numbers,11,12,Triangular Numbers,93.78905669,0.930111808
Prime Numbers,11,13,Fibonacci,92.58382663,0.953012776
Prime Numbers,11,13,Square,93.91045915,0.777419854
Prime Numbers,11,13,Cube,92.9097628,0.809227935
Prime Numbers,11,13,Prime Numbers,91.63891209,0.940472205
Prime Numbers,11,13,Ramanujan Summation,93.90336997,0.861155532
Prime Numbers,11,13,Triangular Numbers,93.19790327,0.841413961
Prime Numbers,11,14,Fibonacci,91.55695598,0.807291951
Prime Numbers,11,14,Square,91.52050703,0.842249165
Prime Numbers,11,14,Cube,92.29657555,0.799881536
Prime Numbers,11,14,Prime Numbers,92.4631848,0.974554714
Prime Numbers,11,14,Ramanujan Summation,92.19729227,0.868878197
Prime Numbers,11,14,Triangular Numbers,92.31130867,0.867102473
Prime Numbers,11,15,Fibonacci,93.19995737,0.894403834
Prime Numbers,11,15,Square,92.57154315,0.913117258
Prime Numbers,11,15,Cube,91.69063559,0.912294408
Prime Numbers,11,15,Prime Numbers,92.44131058,0.918681097
Prime Numbers,11,15,Ramanujan Summation,90.4674761,0.833457722
Prime Numbers,11,15,Triangular Numbers,91.89792705,0.85010666
Prime Numbers,12,5,Fibonacci,87.90930635,0.849451583
Prime Numbers,12,5,Square,85.8819541,0.784630547
Prime Numbers,12,5,Cube,85.25236607,0.810744668
Prime Numbers,12,5,Prime Numbers,85.44791111,0.830938188
Prime Numbers,12,5,Ramanujan Summation,85.01036696,0.850259254
Prime Numbers,12,5,Triangular Numbers,85.31523809,0.722115952
Prime Numbers,12,6,Fibonacci,88.5294919,0.874737282
Prime Numbers,12,6,Square,87.49443298,0.827313797
Prime Numbers,12,6,Cube,88.91561833,0.874372886
Prime Numbers,12,6,Prime Numbers,89.80227717,0.877846585
Prime Numbers,12,6,Ramanujan Summation,87.99224382,0.919395753
Prime Numbers,12,6,Triangular Numbers,90.41928392,0.906672682
Prime Numbers,12,7,Fibonacci,92.21079209,0.934328583
Prime Numbers,12,7,Square,92.73058059,0.939183516
Prime Numbers,12,7,Cube,91.04216545,0.881568949
Prime Numbers,12,7,Prime Numbers,92.55452523,0.868609254
Prime Numbers,12,7,Ramanujan Summation,90.6080661,0.910640854
Prime Numbers,12,7,Triangular Numbers,92.5902475,0.903604048
Prime Numbers,12,8,Fibonacci,93.17183934,0.864546688
Prime Numbers,12,8,Square,93.55325122,0.90024117
Prime Numbers,12,8,Cube,91.82440539,0.878245177
Prime Numbers,12,8,Prime Numbers,92.10493016,0.837303355
Prime Numbers,12,8,Ramanujan Summation,93.59722822,0.944523037
Prime Numbers,12,8,Triangular Numbers,92.051652,0.882759962
Prime Numbers,12,9,Fibonacci,93.46320629,0.982435413
Prime Numbers,12,9,Square,91.63286219,0.798725386
Prime Numbers,12,9,Cube,93.84817421,0.852161061
Prime Numbers,12,9,Prime Numbers,91.76747669,0.881631942
Prime Numbers,12,9,Ramanujan Summation,93.55229994,0.936869055
Prime Numbers,12,9,Triangular Numbers,93.62563093,0.899973469
Prime Numbers,12,10,Fibonacci,92.30322818,0.895523638
Prime Numbers,12,10,Square,93.58202657,0.82363681
Prime Numbers,12,10,Cube,93.26044226,0.82215293
Prime Numbers,12,10,Prime Numbers,92.46115814,0.896125233
Prime Numbers,12,10,Ramanujan Summation,91.99144532,0.8117947
Prime Numbers,12,10,Triangular Numbers,91.03737431,0.853406112
Prime Numbers,12,11,Fibonacci,93.34965005,0.905045866
Prime Numbers,12,11,Square,91.43519723,0.830883786
Prime Numbers,12,11,Cube,93.0953442,0.960267798
Prime Numbers,12,11,Prime Numbers,92.73655178,0.941196817
Prime Numbers,12,11,Ramanujan Summation,93.67914278,0.801429
Prime Numbers,12,11,Triangular Numbers,92.6979545,0.833381438
Prime Numbers,12,12,Fibonacci,92.17055221,0.760711138
Prime Numbers,12,12,Square,93.2318707,0.835870432
Prime Numbers,12,12,Cube,92.83505803,0.913319424
Prime Numbers,12,12,Prime Numbers,92.81615596,0.854305253
Prime Numbers,12,12,Ramanujan Summation,92.96926759,0.898039862
Prime Numbers,12,12,Triangular Numbers,90.96442788,0.798883284
Prime Numbers,12,13,Fibonacci,92.75678868,0.909898763
Prime Numbers,12,13,Square,92.61246879,0.842244539
Prime Numbers,12,13,Cube,90.98331687,0.870608484
Prime Numbers,12,13,Prime Numbers,91.75591953,0.865356275
Prime Numbers,12,13,Ramanujan Summation,91.96069271,0.806422574
Prime Numbers,12,13,Triangular Numbers,91.86550322,0.812345783
Prime Numbers,12,14,Fibonacci,91.83385997,0.913389723
Prime Numbers,12,14,Square,92.93136678,0.884949608
Prime Numbers,12,14,Cube,92.58176673,0.917502452
Prime Numbers,12,14,Prime Numbers,90.18778081,0.881232912
Prime Numbers,12,14,Ramanujan Summation,92.12206999,0.872149532
Prime Numbers,12,14,Triangular Numbers,92.82893332,0.778699469
Prime Numbers,12,15,Fibonacci,91.38680852,0.846481665
Prime Numbers,12,15,Square,92.09098043,0.858630784
Prime Numbers,12,15,Cube,93.01227045,0.95765536
Prime Numbers,12,15,Prime Numbers,92.02370955,0.894347832
Prime Numbers,12,15,Ramanujan Summation,91.2493086,0.936803059
Prime Numbers,12,15,Triangular Numbers,92.04508847,0.889876885
Prime Numbers,13,5,Fibonacci,89.04488783,0.803434839
Prime Numbers,13,5,Square,88.92390304,0.844856211
Prime Numbers,13,5,Cube,88.54858576,0.850811182
Prime Numbers,13,5,Prime Numbers,90.46341336,0.792042222
Prime Numbers,13,5,Ramanujan Summation,88.08157133,0.819780631
Prime Numbers,13,5,Triangular Numbers,90.43236772,0.82871165
Prime Numbers,13,6,Fibonacci,92.19986412,0.947280992
Prime Numbers,13,6,Square,90.30069383,0.762962974
Prime Numbers,13,6,Cube,92.06764929,0.927290921
Prime Numbers,13,6,Prime Numbers,89.59997349,0.820160238
Prime Numbers,13,6,Ramanujan Summation,92.32550802,0.798396041
Prime Numbers,13,6,Triangular Numbers,92.58523148,0.925997107
Prime Numbers,13,7,Fibonacci,92.40764404,0.916594903
Prime Numbers,13,7,Square,93.1235477,0.942725935
Prime Numbers,13,7,Cube,94.95415743,0.920035097
Prime Numbers,13,7,Prime Numbers,92.4942533,0.98299225
Prime Numbers,13,7,Ramanujan Summation,91.94109241,0.907936192
Prime Numbers,13,7,Triangular Numbers,94.4816634,0.872176131
Prime Numbers,13,8,Fibonacci,94.96258719,0.897146319
Prime Numbers,13,8,Square,93.00369567,0.942173456
Prime Numbers,13,8,Cube,94.01146304,0.841031234
Prime Numbers,13,8,Prime Numbers,94.34147592,0.847405571
Prime Numbers,13,8,Ramanujan Summation,92.25751577,0.864551999
Prime Numbers,13,8,Triangular Numbers,92.51469416,0.77477086
Prime Numbers,13,9,Fibonacci,94.23087451,0.88690392
Prime Numbers,13,9,Square,94.68501428,0.785693565
Prime Numbers,13,9,Cube,93.56288086,0.882652966
Prime Numbers,13,9,Prime Numbers,92.12018565,0.923264488
Prime Numbers,13,9,Ramanujan Summation,94.98706111,0.856156177
Prime Numbers,13,9,Triangular Numbers,92.4690291,0.963855794
Prime Numbers,13,10,Fibonacci,92.66486222,0.806974955
Prime Numbers,13,10,Square,93.34233783,0.939563034
Prime Numbers,13,10,Cube,94.55416042,0.913756853
Prime Numbers,13,10,Prime Numbers,93.85397598,0.794198338
Prime Numbers,13,10,Ramanujan Summation,93.4148655,1.015539715
Prime Numbers,13,10,Triangular Numbers,93.46328853,0.876812736
Prime Numbers,13,11,Fibonacci,92.54351467,0.831125799
Prime Numbers,13,11,Square,93.05813951,0.80464564
Prime Numbers,13,11,Cube,89.97043992,0.863999099
Prime Numbers,13,11,Prime Numbers,92.20339254,0.868629656
Prime Numbers,13,11,Ramanujan Summation,92.74132193,0.880132276
Prime Numbers,13,11,Triangular Numbers,91.34898592,0.860110192
Prime Numbers,13,12,Fibonacci,92.38632332,0.901661266
Prime Numbers,13,12,Square,91.79552878,0.850618508
Prime Numbers,13,12,Cube,93.7554757,0.773251794
Prime Numbers,13,12,Prime Numbers,93.57301973,0.862531925
Prime Numbers,13,12,Ramanujan Summation,91.53419443,0.751626117
Prime Numbers,13,12,Triangular Numbers,91.84916229,0.887688532
Prime Numbers,13,13,Fibonacci,91.42605243,0.816034988
Prime Numbers,13,13,Square,91.04834052,0.873168018
Prime Numbers,13,13,Cube,91.69502498,0.930703749
Prime Numbers,13,13,Prime Numbers,90.74171793,0.817562565
Prime Numbers,13,13,Ramanujan Summation,90.36938467,0.918062813
Prime Numbers,13,13,Triangular Numbers,92.12271122,0.843330522
Prime Numbers,13,14,Fibonacci,91.62952958,0.94765974
Prime Numbers,13,14,Square,90.19568424,0.841742369
Prime Numbers,13,14,Cube,91.89535543,0.817975351
Prime Numbers,13,14,Prime Numbers,90.36842227,0.894361923
Prime Numbers,13,14,Ramanujan Summation,91.25316524,0.838210514
Prime Numbers,13,14,Triangular Numbers,91.82034401,0.817927524
Prime Numbers,13,15,Fibonacci,90.46638744,0.831108007
Prime Numbers,13,15,Square,90.95474091,0.852769673
Prime Numbers,13,15,Cube,89.98357036,0.922109007
Prime Numbers,13,15,Prime Numbers,90.30353342,0.758295613
Prime Numbers,13,15,Ramanujan Summation,90.29414057,0.856154033
Prime Numbers,13,15,Triangular Numbers,89.75342165,0.88624518
Prime Numbers,14,5,Fibonacci,91.52322584,0.876672429
Prime Numbers,14,5,Square,90.1513817,0.932493258
Prime Numbers,14,5,Cube,91.20884625,0.863282734
Prime Numbers,14,5,Prime Numbers,91.41512451,0.857772428
Prime Numbers,14,5,Ramanujan Summation,91.44382025,0.896616477
Prime Numbers,14,5,Triangular Numbers,91.45850255,0.871965691
Prime Numbers,14,6,Fibonacci,92.9382358,0.860479563
Prime Numbers,14,6,Square,93.47944152,0.905807202
Prime Numbers,14,6,Cube,93.87451707,0.847373585
Prime Numbers,14,6,Prime Numbers,92.35023477,0.849441142
Prime Numbers,14,6,Ramanujan Summation,91.79679914,0.853600299
Prime Numbers,14,6,Triangular Numbers,91.95795559,0.947653458
Prime Numbers,14,7,Fibonacci,92.51279708,0.718949182
Prime Numbers,14,7,Square,92.64807868,0.899779942
Prime Numbers,14,7,Cube,92.23000393,0.881713591
Prime Numbers,14,7,Prime Numbers,91.70388334,0.795956477
Prime Numbers,14,7,Ramanujan Summation,92.54387917,0.895486339
Prime Numbers,14,7,Triangular Numbers,93.18142662,0.9037876
Prime Numbers,14,8,Fibonacci,93.59502947,0.909481962
Prime Numbers,14,8,Square,92.44257695,0.747408597
Prime Numbers,14,8,Cube,92.58700218,0.948319471
Prime Numbers,14,8,Prime Numbers,92.07330169,0.843113165
Prime Numbers,14,8,Ramanujan Summation,92.96856083,0.914328387
Prime Numbers,14,8,Triangular Numbers,92.15157137,0.917053689
Prime Numbers,14,9,Fibonacci,93.57312781,0.836165146
Prime Numbers,14,9,Square,91.21413351,0.913022998
Prime Numbers,14,9,Cube,92.64037033,0.860725338
Prime Numbers,14,9,Prime Numbers,93.30110734,0.776431141
Prime Numbers,14,9,Ramanujan Summation,93.18383452,0.938387096
Prime Numbers,14,9,Triangular Numbers,95.69303366,0.841247752
Prime Numbers,14,10,Fibonacci,92.84980002,0.832275327
Prime Numbers,14,10,Square,91.4959454,0.854846707
Prime Numbers,14,10,Cube,92.40453575,0.888611836
Prime Numbers,14,10,Prime Numbers,90.72375367,0.872136479
Prime Numbers,14,10,Ramanujan Summation,92.41940025,0.902403346
Prime Numbers,14,10,Triangular Numbers,91.66694394,0.808025532
Prime Numbers,14,11,Fibonacci,92.91539028,0.832880681
Prime Numbers,14,11,Square,91.45045973,0.864200146
Prime Numbers,14,11,Cube,91.88323408,0.964894365
Prime Numbers,14,11,Prime Numbers,91.36444216,0.864309373
Prime Numbers,14,11,Ramanujan Summation,93.73885135,0.924261113
Prime Numbers,14,11,Triangular Numbers,91.67875723,0.871927758
Prime Numbers,14,12,Fibonacci,93.33255704,0.840817068
Prime Numbers,14,12,Square,92.31415176,0.852663779
Prime Numbers,14,12,Cube,91.98206673,0.856579014
Prime Numbers,14,12,Prime Numbers,91.86873315,0.895182287
Prime Numbers,14,12,Ramanujan Summation,91.8937973,0.933730563
Prime Numbers,14,12,Triangular Numbers,89.57232742,0.882984042
Prime Numbers,14,13,Fibonacci,90.72111661,0.919353884
Prime Numbers,14,13,Square,91.84515797,0.811760513
Prime Numbers,14,13,Cube,90.95110282,0.839268475
Prime Numbers,14,13,Prime Numbers,89.59481015,0.823784873
Prime Numbers,14,13,Ramanujan Summation,90.94759555,0.87572223
Prime Numbers,14,13,Triangular Numbers,92.70410552,0.842052081
Prime Numbers,14,14,Fibonacci,91.74689172,0.891488647
Prime Numbers,14,14,Square,90.43799599,0.808449914
Prime Numbers,14,14,Cube,91.45144928,0.857151549
Prime Numbers,14,14,Prime Numbers,90.13349298,0.889342896
Prime Numbers,14,14,Ramanujan Summation,88.79612841,0.751734861
Prime Numbers,14,14,Triangular Numbers,89.57553401,0.961081565
Prime Numbers,14,15,Fibonacci,91.56288877,0.835842406
Prime Numbers,14,15,Square,89.72600692,0.748748004
Prime Numbers,14,15,Cube,89.75661602,0.857904695
Prime Numbers,14,15,Prime Numbers,89.7001618,0.851672173
Prime Numbers,14,15,Ramanujan Summation,91.90413659,0.845905281
Prime Numbers,14,15,Triangular Numbers,91.62595892,0.899559556
Prime Numbers,15,5,Fibonacci,95.21878023,0.917372249
Prime Numbers,15,5,Square,92.84095479,0.89489381
Prime Numbers,15,5,Cube,93.29562449,0.902507782
Prime Numbers,15,5,Prime Numbers,91.48335745,0.874782078
Prime Numbers,15,5,Ramanujan Summation,94.47693443,0.968774542
Prime Numbers,15,5,Triangular Numbers,91.83222045,0.806040199
Prime Numbers,15,6,Fibonacci,93.21677556,0.886982584
Prime Numbers,15,6,Square,91.90269747,0.883251232
Prime Numbers,15,6,Cube,92.41113317,0.92066402
Prime Numbers,15,6,Prime Numbers,92.16273757,0.837807306
Prime Numbers,15,6,Ramanujan Summation,92.39212474,0.79281637
Prime Numbers,15,6,Triangular Numbers,92.4608773,0.887841151
Prime Numbers,15,7,Fibonacci,92.45173121,0.894061525
Prime Numbers,15,7,Square,93.83333391,0.95447997
Prime Numbers,15,7,Cube,91.89513721,0.816481898
Prime Numbers,15,7,Prime Numbers,93.22054143,0.937734688
Prime Numbers,15,7,Ramanujan Summation,94.21795915,0.998370718
Prime Numbers,15,7,Triangular Numbers,92.48680364,0.861111756
Prime Numbers,15,8,Fibonacci,92.28208111,0.815452889
Prime Numbers,15,8,Square,92.76947537,0.859651282
Prime Numbers,15,8,Cube,94.17972521,0.880700248
Prime Numbers,15,8,Prime Numbers,93.19410763,0.908189394
Prime Numbers,15,8,Ramanujan Summation,92.46878571,0.850430264
Prime Numbers,15,8,Triangular Numbers,93.48387665,0.957759927
Prime Numbers,15,9,Fibonacci,91.39770785,0.819273384
Prime Numbers,15,9,Square,93.18135951,0.788039742
Prime Numbers,15,9,Cube,92.90860731,0.930335521
Prime Numbers,15,9,Prime Numbers,92.19219153,0.761268948
Prime Numbers,15,9,Ramanujan Summation,91.6614142,0.864793512
Prime Numbers,15,9,Triangular Numbers,91.61331908,1.030884056
Prime Numbers,15,10,Fibonacci,92.53481734,0.869397822
Prime Numbers,15,10,Square,93.2289805,0.813961617
Prime Numbers,15,10,Cube,91.36269225,0.867130127
Prime Numbers,15,10,Prime Numbers,92.4583867,0.867459961
Prime Numbers,15,10,Ramanujan Summation,89.91297298,0.878032497
Prime Numbers,15,10,Triangular Numbers,91.41538227,0.903113149
Prime Numbers,15,11,Fibonacci,91.46894107,0.813044442
Prime Numbers,15,11,Square,90.59031658,0.949377403
Prime Numbers,15,11,Cube,90.56349363,0.877255714
Prime Numbers,15,11,Prime Numbers,90.83222044,0.901339702
Prime Numbers,15,11,Ramanujan Summation,91.79219273,0.83359253
Prime Numbers,15,11,Triangular Numbers,91.31267098,0.929319107
Prime Numbers,15,12,Fibonacci,88.76176877,0.84714738
Prime Numbers,15,12,Square,88.87929985,0.873877626
Prime Numbers,15,12,Cube,90.39313482,0.813344696
Prime Numbers,15,12,Prime Numbers,91.45768659,0.810153419
Prime Numbers,15,12,Ramanujan Summation,88.25249516,0.894410265
Prime Numbers,15,12,Triangular Numbers,90.50026982,0.837819658
Prime Numbers,15,13,Fibonacci,89.97375214,0.812308846
Prime Numbers,15,13,Square,91.88833778,0.822840833
Prime Numbers,15,13,Cube,90.11497819,0.889947654
Prime Numbers,15,13,Prime Numbers,90.88298898,0.823548107
Prime Numbers,15,13,Ramanujan Summation,90.64125714,0.849117253
Prime Numbers,15,13,Triangular Numbers,88.36943352,0.855751388
Prime Numbers,15,14,Fibonacci,90.76820722,0.754132556
Prime Numbers,15,14,Square,90.21539651,0.77644368
Prime Numbers,15,14,Cube,90.50826864,0.866813894
Prime Numbers,15,14,Prime Numbers,93.92623771,0.813148532
Prime Numbers,15,14,Ramanujan Summation,87.91588706,0.902836246
Prime Numbers,15,14,Triangular Numbers,91.72469665,0.898340355
Prime Numbers,15,15,Fibonacci,89.21255248,0.880958433
Prime Numbers,15,15,Square,89.7873289,0.935988589
Prime Numbers,15,15,Cube,89.45448775,0.840845534
Prime Numbers,15,15,Prime Numbers,89.07576367,0.877444096
Prime Numbers,15,15,Ramanujan Summation,88.93016707,0.815779951
Prime Numbers,15,15,Triangular Numbers,89.82950874,0.967618496
